auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,"HELLES LAGER

Forget burning fires of damnation, hell has been keeping Germans happy for centuries. Over there it means ?light? and is used to describe their traditional lager. But over here, ?hell? still means ?hell? - as in ?hell yeah!? So reach for this brew to round off one helluva day. Crisp and dry with a lengthy maltiness, it?s the light at the end of the tunnel.

After 16 years of producing our Helles lager, we felt it was high time it had a makeover.  Don't worry, there's no change inside the bottle, it's still tasting pretty good to us.  But now the party on the inside is reflected on the outside. Welcome Helluva welcome.

Taste: Smooth, balanced lager with hints of lemon and a lovely bready malt.
Aroma: Malty aroma with subtle citrus hop aroma.
Look: Golden and clear
Hops: Pacific Jade
Malt: NZ Lager
Try With: Pulled pork sandwich",23,https://untappd.akamaized.net/site/beer_logos/beer-1845238_896b4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-1845238_57f7d_hd.jpeg,Helluva,tuatara-brewery-helluva,Lager - Helles,1845238,2349,https://untappd.akamaized.net/site/brewery_logos/brewery-TuataraBrewery_2349.jpeg,Tuatara Brewery,tuatara-brewery,Micro Brewery,http://www.facebook.com/TuataraBrewing,tuatarabrew,http://tuatarabrewing.co.nz,New Zealand,Paraparaumu,Wellington,-40.9057,175.001,"Thu, 01 Dec 2016 23:29:22 +0000",0,1,1845238.0,"Sat, 11 Feb 2017 04:43:50 +0000",12406.0,2310,3.36656,,90,3505,2638,0,,,,,,,0.0,[],3.39982,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Phrygian Pale Ale,dailydubbel-homebrew-phrygian-pale-ale,Pale Ale - American,12407,3053,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Dailydubbel Homebrew,dailydubbel-homebrew,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 02 Dec 2010 13:16:53 +0000",1,1,,,,0,0.0,,0,5,2,0,,,,,,,0.0,[],3.786,False
0,9.2,"Truly, this brew is undefinable. But double black ipa is as close as we can get.",0,https://untappd.akamaized.net/site/beer_logos/beer-Batch10000_10477.jpeg,,"Batch 10,000",bell-s-brewery-inc-batch-10-000,Strong Ale - American,10477,2507,https://untappd.akamaized.net/site/brewery_logos/brewery-2507_ad044.jpeg,Bell's Brewery,bell-s-brewery,Micro Brewery,https://www.facebook.com/bellsbeer/,BellsBrewery,http://www.bellsbeer.com/,United States,Galesburg,MI,42.2917,-85.5872,"Mon, 22 Nov 2010 12:09:20 +0000",0,0,10477.0,"Thu, 01 Jan 1970 00:00:00 +0000",12408.0,2734,3.90499,,16,4481,3575,0,,,,,,,0.0,[],3.87941,False
0,11.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_12409_bbff89d7aecb99fb52c00c211aac.jpeg,,Super Chicken,grand-lake-brewing-company-super-chicken,Barleywine - American,12409,3349,https://untappd.akamaized.net/site/brewery_logos/brewery-GrandLakeBrewingCompany_3349.jpeg,Grand Lake Brewing Company,grand-lake-brewing-company,Micro Brewery,,,http://www.grandlakebrewing.com/,United States,Grand Lake,CO,40.1936,-105.879,"Thu, 02 Dec 2010 13:19:19 +0000",0,1,,,,30,3.45833,,0,49,48,0,,,,,,,0.0,[],3.63326,False
0,12.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-OldStockAle2009_21112.jpeg,,Old Stock Ale (2008),north-coast-brewing-company-old-stock-ale-2008,Old Ale,41856,919,https://untappd.akamaized.net/site/brewery_logos/brewery-NorthCoastBrewingCompany_919_d2110.jpeg,North Coast Brewing Company,north-coast-brewing-company,Micro Brewery,http://www.facebook.com/northcoastbrewingcompany,NoCoastBrewCo,http://www.northcoastbrewing.com/,United States,Fort Bragg,CA,39.4465,-123.806,"Tue, 05 Apr 2011 17:55:52 +0000",0,0,41856.0,"Thu, 01 Jan 1970 00:00:00 +0000",12410.0,556,4.18121,,5,782,690,0,,13.75,Old Stock Ale,north-coast-brewing-company-old-stock-ale,128043.0,36.0,,,3.99331,False
0,6.5,A medium-bodied sour brown ale that has been fermented with raspberries. ,15,https://untappd.akamaized.net/site/beer_logos/beer-FemmeFatale_12411.jpeg,,Femme Fatale,boneyard-beer-company-femme-fatale,Sour - Ale,12411,6036,https://untappd.akamaized.net/site/brewery_logos/brewery-6036_b59e6.jpeg,Boneyard Beer Company,boneyard-beer-company,Micro Brewery,http://www.facebook.com/pages/Boneyard-Beer/294686673648,BoneyardBeer,http://www.boneyardbeer.com,United States,Bend,OR,44.054,-121.308,"Thu, 02 Dec 2010 13:24:16 +0000",0,1,,,,1755,3.65071,,8,2303,1993,0,,,,,,,0.0,[],3.65073,False
0,10.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-DeStuise_43043.jpeg,,Tsjeeses,de-struise-brouwers-tsjeeses,Winter Ale,43043,433,https://untappd.akamaized.net/site/brewery_logos/brewery-DeStruiseBrouwers_433.jpeg,De Struise Brouwers,de-struise-brouwers,Micro Brewery,https://www.facebook.com/pages/De-Struise-Brouwers/58796459632,struise,http://struise.com,Belgium,Oostvleteren,West-Vlaanderen,50.932,2.73755,"Sun, 10 Apr 2011 18:48:22 +0000",0,1,43043.0,"Mon, 19 Dec 2011 10:30:24 +0000",12412.0,4708,3.77878,,53,5702,5277,0,,,,,,,5.0,"[{'beer': {'bid': 261137, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-261137_feb67_sm.jpeg', 'beer_slug': 'de-struise-brouwers-tsjeeses-2012', 'beer_name': 'Tsjeeses (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 262963, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'de-struise-brouwers-tsjeeses-2010', 'beer_name': 'Tsjeeses (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 272881, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'de-struise-brouwers-tsjeeses-2008', 'beer_name': 'Tsjeeses (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 505162, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_505162_sm_4e2bd1c6ea37ca8241bfb1f34856fb.jpeg', 'beer_slug': 'de-struise-brouwers-tsjeeses-2013', 'beer_name': 'Tsjeeses (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 523780, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'de-struise-brouwers-tsjeeses-2009', 'beer_name': 'Tsjeeses (2009)', 'is_vintage': 1, 'is_variant': 0}}]",3.77097,False
0,7.25,"This is our house-brewed version of an Imperial Pale Ale, a ramped-up version (higher alcohol and hops) of an India Pale Ale that has grown in popularity throughout the country and now has its own category in major competitions.

It won the Bronze Medal at the 2003 Great American Beer Festival in the American Strong Pale Ale category.",90,https://untappd.akamaized.net/site/beer_logos/beer-12413_1f1c0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12413_11201_hd.jpeg,Demolition,elliott-bay-brewing-company-demolition,IPA - Imperial / Double,12413,494,https://untappd.akamaized.net/site/brewery_logos/brewery-494_6d733.jpeg,Elliott Bay Brewing Company,elliott-bay-brewing-company,Brew Pub,http://www.facebook.com/people/Elliott-Bay/1476028517,elliottbay_beer,http://www.elliottbaybrewing.com,United States,Seattle,WA,47.5604,-122.387,"Thu, 02 Dec 2010 13:31:40 +0000",0,1,,,,1708,3.65413,,35,2524,1885,0,,,,,,,0.0,[],3.65363,False
0,10.0,"Brewed in the authentic style of Belgian winter, or noel beer, is dark, strong, malty and assertively spiced. It  is not a lightweight beer, and is best sipped before a roaring fire, or on a sleigh ride over the hills to Grandma?s house. (Let someone else drive.) It would also be a tasty accompaniment to dark roasts and wild game.? Even with its strong ABV, this beer is well-balanced and not at all hot or fiery. The dark malts give it lush, malty flavors and aromas, strongly complemented by the five spices, including coriander, cumin, mace, cardamom and grains of paradise. Hopping is modest, as befits such a beer.",0,https://untappd.akamaized.net/site/beer_logos/beer-_7597_sm_0631f6165855665d4f57fca1433492.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_7597_hd_d302e406799fad0886f65a14afacc2.jpeg,Adoration,brewery-ommegang-adoration,Belgian Strong Dark Ale,7597,249,https://untappd.akamaized.net/site/brewery_logos/brewery-249_20027.jpeg,Brewery Ommegang,brewery-ommegang,Micro Brewery,http://www.facebook.com/ommegang,BreweryOmmegang,http://www.ommegang.com/,United States,Cooperstown,NY,42.6818,-74.9255,"Sat, 06 Nov 2010 10:47:45 +0000",0,1,7597.0,"Thu, 01 Jan 1970 00:00:00 +0000",12414.0,17379,3.83407,,44,23213,19572,0,,,,,,,5.0,"[{'beer': {'bid': 102653, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Adoration2011_102653.jpeg', 'beer_slug': 'brewery-ommegang-adoration-2011', 'beer_name': 'Adoration (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 102656, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Adoration2010_102656.jpeg', 'beer_slug': 'brewery-ommegang-adoration-2010', 'beer_name': 'Adoration (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 125700, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Adoration2009_125700.jpeg', 'beer_slug': 'brewery-ommegang-adoration-2009', 'beer_name': 'Adoration (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 510582, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_510582_sm_cebde9cbc3e68ace2b11ee043e441b.jpeg', 'beer_slug': 'brewery-ommegang-adoration-2012', 'beer_name': 'Adoration (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 511383, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_511383_sm_1de270c43f1e0d4baa3afe0c85d266.jpeg', 'beer_slug': 'brewery-ommegang-adoration-2013', 'beer_name': 'Adoration (2013)', 'is_vintage': 1, 'is_variant': 0}}]",3.8309,False
0,12.0,"Our Barmy is a strong golden ale that lives up to its name?in a way. Some know ?barmy? as slang for crazy or wacky. But historically it?s referred to the froth coming from fermenting fruit or beer, a definition that suits this brew made with apricots and orange blossom honey. With a tart fruitiness and a sweet, but not too sugary, finish, the only thing crazy about this Barmy is the amount of flavor",23,https://untappd.akamaized.net/site/beer_logos/beer-205038_8929c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-205038_90354_hd.jpeg,Barmy,ballast-point-brewing-and-spirits-barmy,Belgian Strong Golden Ale,205038,68,https://untappd.akamaized.net/site/brewery_logos/brewery-ballastpointbrewingcompany_68.jpeg,Ballast Point Brewing & Spirits,ballast-point-brewing-spirits,Macro Brewery,http://www.facebook.com/BallastPoint,bpbrewing,http://www.ballastpoint.com/,United States,San Diego,CA,32.8882,-117.158,"Wed, 25 Jul 2012 03:08:54 +0000",0,1,205038.0,"Sat, 29 Dec 2012 19:13:46 +0000",12415.0,24290,3.65396,,771,30500,27317,0,,,,,,,2.0,"[{'beer': {'bid': 289969, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ballast-point-brewing-spirits-barmy-ale-barrel-aged', 'beer_name': 'Barmy Ale (Barrel Aged)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 745185, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ballast-point-brewing-and-spirits-barmy-ale-2011', 'beer_name': 'Barmy Ale (2011)', 'is_vintage': 1, 'is_variant': 0}}]",3.65392,False
0,7.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Smoke Screen Porter,mountain-sun-pub-brewery-smoke-screen-porter,Schwarzbier,12416,891,https://untappd.akamaized.net/site/brewery_logos/brewery-MountainSunPubBrewery_891.jpeg,Mountain Sun Pub & Brewery,mountain-sun-pub-brewery,Micro Brewery,http://www.facebook.com/mountainsunpub,mountainsunpub,http://www.mountainsunpub.com/,United States,Boulder,CO,40.019,-105.275,"Thu, 02 Dec 2010 13:38:43 +0000",0,1,,,,138,3.67572,,2,176,165,0,,,,,,,0.0,[],3.65848,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,5A Pale Ale,5-seasons-brewing-5a-pale-ale,Pale Ale - American,167551,2659,https://untappd.akamaized.net/site/brewery_logos/brewery-2659_edec0.jpeg,5 Seasons Brewing,5-seasons-brewing,Brew Pub,http://www.facebook.com/pages/5-Seasons-Brewing/87074234663,5SeasonsBrewing,http://www.5seasonsbrewing.com/,United States,Sandy Springs,GA,33.9077,-84.3788,"Thu, 03 May 2012 18:04:31 +0000",0,1,167551.0,"Tue, 06 Nov 2012 16:43:38 +0000",12417.0,292,3.40582,,0,383,346,0,,,,,,,0.0,[],3.52912,False
0,8.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-_107350_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_107350_hd_18764b065196ba00cf6b97a91d7ac7.jpeg,No?l des G?ants,brasserie-des-geants-brasserie-des-legendes-noel-des-geants,Belgian Strong Dark Ale,107350,3441,https://untappd.akamaized.net/site/brewery_logos/brewery-BrasserieDesGeantsBrasseriedesLegendes_3441_adc07.jpeg,Brasserie Des G?ants (Brasserie des L?gendes),brasserie-des-geants-brasserie-des-legendes,Micro Brewery,,,http://www.brasseriedeslegendes.be,Belgium,Irchonwelz,Hainaut,50.6212,3.75968,"Fri, 09 Dec 2011 21:45:28 +0000",0,1,107350.0,"Fri, 06 Apr 2012 20:15:51 +0000",12418.0,2139,3.59654,,10,2643,2419,0,,,,,,,0.0,[],3.60334,False
0,8.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-JollyRodgerImperialRedAle2010_3262.jpeg,,Jolly Rodger Imperial Red Ale (2010),drake-s-brewing-company-jolly-rodger-imperial-red-ale-2010,Red Ale - Imperial / Double,3262,464,https://untappd.akamaized.net/site/brewery_logos/brewery-464_df7ef.jpeg,Drake's Brewing Company,drake-s-brewing-company,Micro Brewery,https://www.facebook.com/DrakesBeer/,DrakesBeer,http://drinkdrakes.com/,United States,San Leandro,CA,37.7176,-122.182,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,3262.0,"Mon, 19 Dec 2011 10:33:19 +0000",12419.0,101,3.84158,,0,224,185,0,,,,,,,0.0,[],3.69241,False
0,0.0,Coffee Porter,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,La Nina,vertigo-brewing-la-nina,Other,12420,3352,https://untappd.akamaized.net/site/brewery_logos/brewery-3352_489a2.jpeg,Vertigo Brewing,vertigo-brewing,Micro Brewery,,VertigoBrew,http://www.vertigobrew.com/,United States,Hillsboro,OR,45.5317,-122.896,"Thu, 02 Dec 2010 13:54:26 +0000",0,1,,,,0,0.0,,0,3,3,0,,,,,,,0.0,[],3.59537,False
0,6.9,"Complex aromas of oak, honeyed malt sweetness, and piney citrus hops, leads to a full hoppy middle and a finish that?s crisp, oaky and pleasantly lingering. Why, oh why did we resist the subtle allure of IPA so long?",0,https://untappd.akamaized.net/site/beer_logos/beer-ResistanceIndiaPaleAle_12421.jpeg,,Resistance India Pale Ale,two-brothers-brewing-company-resistance-india-pale-ale,IPA - American,12421,1298,https://untappd.akamaized.net/site/brewery_logos/brewery-1298_ea7cf.jpeg,Two Brothers Brewing Company,two-brothers-brewing-company,Micro Brewery,http://www.facebook.com/TwoBrothersBrewing,twobrothersbeer,http://twobrothersbrewing.com/,United States,Warrenville,IL,41.8243,-88.2123,"Thu, 02 Dec 2010 13:54:57 +0000",0,1,,,,3721,3.63484,,3,6123,4537,0,,,,,,,0.0,[],3.63605,False
0,5.0,"Woodchuck 802 Hard Cider is Crisp like a fresh apple with a clean finish and tawny brown in color from caramelized sugar added to each small batch. Naturally gluten-free, this cider is available year round in six-packs and on draft. ",0,https://untappd.akamaized.net/site/beer_logos/beer-7870_faa30_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-7870_fc2ec_hd.jpeg,Woodchuck 802 Hard Cider,woodchuck-cidery-woodchuck-802-hard-cider,Cider,7870,611,https://untappd.akamaized.net/site/brewery_logos/brewery-611_068bd.jpeg,Woodchuck Cidery,woodchuck-cidery,Cidery / Meadery,http://www.facebook.com/WoodchuckCider,WoodchuckCider,http://www.woodchuck.com/,United States,Middlebury,VT,44.0358,-73.1662,"Sun, 07 Nov 2010 11:37:01 +0000",0,1,7870.0,"Thu, 01 Jan 1970 00:00:00 +0000",12422.0,10370,3.43932,,14,16453,12456,0,,,,,,,0.0,[],3.44538,False
0,4.7,,0,https://untappd.akamaized.net/site/beer_logos/beer-BlueberryWheatAle_12423.jpeg,,Blueberry Wheat Ale,kennebunkport-brewing-co-blueberry-wheat-ale,Pale Wheat Ale - American,12423,3002,https://untappd.akamaized.net/site/brewery_logos/brewery-KennebunkportBrewingCo_3002.jpeg,Kennebunkport Brewing Co.,kennebunkport-brewing-co,Brew Pub,,,http://www.federaljacks.com/ales.html,United States,Kennebunk,ME,43.3602,-70.4794,"Thu, 02 Dec 2010 13:58:45 +0000",0,1,,,,6805,3.38593,,54,9028,7597,0,,,,,,,0.0,[],3.39733,False
0,6.5,"Our gold medal award-winning Belgian-style farmhouse ale balances a bold, spicy yeast character with a hoppy dry finish.",28,https://untappd.akamaized.net/site/beer_logos/beer-12424_c5d99_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12424_f5dde_hd.jpeg,Saison Vautour Farmhouse Ale,mckenzie-brew-house-saison-vautour-farmhouse-ale,Saison / Farmhouse Ale,12424,841,https://untappd.akamaized.net/site/brewery_logos/brewery-McKenzieBrewHouse_841.jpeg,McKenzie Brew House,mckenzie-brew-house,Brew Pub,http://www.facebook.com/McKenzieBrew,mckenziebrew,http://www.mckenziebrewhouse.com/,United States,Glen Mills,PA,39.8658,-75.5442,"Thu, 02 Dec 2010 14:03:17 +0000",0,1,,,,1668,3.5589,,22,2394,1938,0,,,,,,,2.0,"[{'beer': {'bid': 1330025, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'mckenzie-brew-house-saison-vautour-2009', 'beer_name': 'Saison Vautour (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1401846, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'mckenzie-brew-house-saison-vautour-2010', 'beer_name': 'Saison Vautour (2010)', 'is_vintage': 1, 'is_variant': 0}}]",3.57316,False
0,5.5,"The basic inspiration for Bell's Christmas Ale was to create a sessionable holiday beer, using locally grown malt, which would stand apart from the array of spiced winter warmers that are typically introduced this time of year. In contrast to many other seasonals, Christmas Ale doesn't contain any spices: all of the dry, toasted notes & subtle toffee flavors come from the Michigan-grown barley, custom malted by Briess Malting, while a blend of hops from Michigan & the Pacific Northwest lend earthy, herbal aromas. ",0,https://untappd.akamaized.net/site/beer_logos/beer-5000_f0828_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5000_e4110_hd.jpeg,Christmas Ale,bell-s-brewery-christmas-ale,Scottish Ale,5000,2507,https://untappd.akamaized.net/site/brewery_logos/brewery-2507_ad044.jpeg,Bell's Brewery,bell-s-brewery,Micro Brewery,https://www.facebook.com/bellsbeer/,BellsBrewery,http://www.bellsbeer.com/,United States,Galesburg,MI,42.2917,-85.5872,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5000.0,"Thu, 01 Jan 1970 00:00:00 +0000",12425.0,50843,3.52219,,74,75383,56985,0,,,,,,,5.0,"[{'beer': {'bid': 1794798, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-christmas-ale-2016', 'beer_name': 'Christmas Ale (2016) ', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1845583, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-christmas-ale-2012', 'beer_name': 'Christmas Ale (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1849350, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-christmas-ale-2011', 'beer_name': 'Christmas Ale (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1873840, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-christmas-ale-2008', 'beer_name': 'Christmas Ale (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1891867, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bell-s-brewery-christmas-ale-2015', 'beer_name': 'Christmas Ale (2015)', 'is_vintage': 1, 'is_variant': 0}}]",3.52296,False
0,7.1,"This special bottling of Innis & Gunn has been matured in oak barrels which had previously been used to mature 18 year old single malt Scotch Whisky from the famed Highlands region of Scotland.

The result of this unique maturation is a smooth, complex and warming beer with notes of vanilla and toffee.
",0,https://untappd.akamaized.net/site/beer_logos/beer-_12426_sm_66b739be9b2b28e177dc990bbf21d1.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_12426_hd_1407e9c5e3d7876ed016d85ad02174.jpeg,Highland Cask,innis-gunn-highland-cask,Scottish Export Ale,12426,1673,https://untappd.akamaized.net/site/brewery_logos/brewery-innisgunn_1673.jpeg,Innis & Gunn,innis-gunn,Macro Brewery,http://www.facebook.com/pages/Innis-Gunn-Oak-Aged-Beer/178449095559359,InnisandGunnUK,http://www.innisandgunn.com,Scotland,Edinburgh,EH3 7TH,55.952,-3.21091,"Thu, 02 Dec 2010 14:10:22 +0000",0,1,,,,1069,3.83466,,4,1510,1315,0,,,,,,,0.0,[],3.79375,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Loose Goose,hale-s-ales-brewery-and-pub-loose-goose,Lager - Pale,12427,2036,https://untappd.akamaized.net/site/brewery_logos/brewery-HalesAles_2036.jpeg,Hale's Ales Brewery and Pub,hale-s-ales-brewery-and-pub,Brew Pub,https://www.facebook.com/halesbrewery/,HalesAles,http://halesbrewery.com/,United States,Seattle,WA,47.6591,-122.365,"Thu, 02 Dec 2010 14:16:57 +0000",0,1,,,,4,0.0,,0,6,5,0,,,,,,,0.0,[],3.5376,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-12428_f90fb_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12428_9f83e_hd.jpeg,Great White,mac-s-brewery-great-white,Witbier,12428,9756,https://untappd.akamaized.net/site/brewery_logos/brewery-MacsBrewery_9756.jpeg,Mac's Brewery,mac-s-brewery,Macro Brewery,,,http://www.macs.co.nz,New Zealand,Wellington,North Island,-41.2902,174.78,"Thu, 02 Dec 2010 14:22:50 +0000",0,1,,,,2242,3.36508,,97,3069,2513,0,,,,,,,0.0,[],3.3994,False
0,5.1,"Tasting Notes:
A double-hopped Red, reddish in color, with a roasty, malty flavor and a hoppy spruce finish.
 
9 Ingredients:
Carastan 30-37 & 13-17, Crystal 70-80 & Great Western 2-Row Malts; Amarillo & Perle Hops; Free Range Coastal Water and Pacman Yeast.

Food Pairing: Pork, Beef

HISTORY
Rogue?s annual holiday offering, Santa?s Private Reserve, is a variation of the classic Saint Rogue Red, but with double the hops--including Chinook, and Centennial, and a mystery hop called Rudolph by head brewer John ?more hops? Maier!

Our Snowflakes Glisten in the dark!",74,https://untappd.akamaized.net/site/beer_logos/beer-SantasPrivateReserveAle_7589.jpeg,,Santa's Private Reserve Ale,rogue-ales-spirits-santa-s-private-reserve-ale,Red Ale - American Amber / Red,7589,4565,https://untappd.akamaized.net/site/brewery_logos/brewery-rogue.jpg,Rogue Ales & Spirits,rogue-ales-spirits,Micro Brewery,https://www.facebook.com/RogueAlesSpirits/,rogueales,http://www.rogue.com/,United States,Newport,OR,44.6202,-124.052,"Sat, 06 Nov 2010 10:22:50 +0000",0,1,7589.0,"Thu, 19 Jan 2012 03:37:53 +0000",12429.0,50583,3.42251,,174,69915,56404,0,,,,,,,0.0,[],3.42389,False
0,5.77,,57,https://untappd.akamaized.net/site/beer_logos/beer-PresidentialIPA_12430.jpeg,,Presidential IPA,diamond-bear-brewing-co-presidential-ipa,IPA - American,12430,444,https://untappd.akamaized.net/site/brewery_logos/brewery-DiamondBearBrewingCo_444.jpeg,Diamond Bear Brewing Co.,diamond-bear-brewing-co,Micro Brewery,https://www.facebook.com/pages/Diamond-Bear-Brewing-Company/34326089130,,www.diamondbear.com,United States,North Little Rock,AR,34.7592,-92.2723,"Thu, 02 Dec 2010 14:34:49 +0000",0,1,,,,2877,3.35132,,87,4172,3344,0,,,,,,,0.0,[],3.38012,False
