auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.3,"A rich, red ale made in the American Pale Ale style, our Pale Ale has strong hop character, medium, dry finish and floral hop aroma.

USBTC ?Grand Champion?

Nelson-Sauvin, Cascade & Columbus Hops.

Pairs well with Pan Asian cuisine & Poultry.

Serve in a dimple mug or pint glass at 50-55?F",0,https://untappd.akamaized.net/site/beer_logos/beer-HopMountain_5678.jpeg,,Hop Mountain,old-dominion-brewing-co-hop-mountain,Pale Ale - American,5678,940,https://untappd.akamaized.net/site/brewery_logos/brewery-940_9079c.jpeg,Dominion Brewing Co.,dominion-brewing-co,Micro Brewery,https://www.facebook.com/pages/Old-Dominion-Brewing-Co/112009196447?ref=ts,FoDoBrewing,http://www.fordhamanddominion.com,United States,Dover,DE,39.154,-75.4884,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5678.0,"Tue, 22 Nov 2011 02:47:40 +0000",14681.0,8494,3.44187,17,11857,9674,0,,,,,,,0.0,[],3.44912,False
0,0.0,Light amber,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Diego Especial,firehouse-brewing-san-diego-ca-diego-especial,Pale Ale - American,14682,522,https://untappd.akamaized.net/site/brewery_logos/brewery-FirehouseBrewing_522.jpeg,"Firehouse Brewing (San Diego, CA)",firehouse-brewing-san-diego-ca,Micro Brewery,,,http://www.firehousebrew.com/,United States,San Diego,CA,32.7853,-117.111,,,"Tue, 14 Dec 2010 11:18:21 +0000",0,0,,,,0,0.0,0,1,1,0,,,,,,,0.0,[],3.59537,False
0,4.5,"A refreshing and easy drinking dry-style cider, made from 100% freshly crushed New Zealand apples. Serve over ice for the ultimate refreshment hit.",0,https://untappd.akamaized.net/site/beer_logos/beer-14683_331af_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14683_68dc8_hd.jpeg,Monteith's Crushed Apple Cider,monteith-s-brewing-co-monteith-s-crushed-apple-cider,Cider,14683,881,https://untappd.akamaized.net/site/brewery_logos/brewery-881_bf04f.jpeg,Monteith's Brewing Co. ,monteith-s-brewing-co,Micro Brewery,https://www.facebook.com/Monteiths,monteithsnz,http://www.monteiths.co.nz,New Zealand,Greymouth,"West Coast, South Island",-42.4517,171.207,,,"Tue, 14 Dec 2010 11:29:20 +0000",0,1,,,,2125,3.29388,64,3752,2428,0,,,,,,,0.0,[],3.33869,False
0,6.0,"Winner of the Gold Medal in the 2004 Great American Beer Festival? for best Smoked Beer in America!  Dark, rich and smoky?this classic porter is brewed with 63% German smoked malt and makes a perfect after dinner (or anytime) sipper for those who love a ?bigger? beer. ",24,https://untappd.akamaized.net/site/beer_logos/beer-7186_407f2_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-7186_27165_hd.jpeg,Smoke (Smoked Porter),o-fallon-brewery-smoke-smoked-porter,Smoked Beer,7186,924,https://untappd.akamaized.net/site/brewery_logos/brewery-924_5ea80.jpeg,O'Fallon Brewery,ofallon-brewery,Micro Brewery,http://www.facebook.com/ofallonbrewery,ofallonbrewery,http://www.ofallonbrewery.com,United States,Maryland Heights,MO,38.7047,-90.4479,,,"Wed, 03 Nov 2010 10:59:16 +0000",0,1,7186.0,"Thu, 01 Jan 1970 00:00:00 +0000",14684.0,6262,3.46499,103,8164,6998,0,,,,,,,0.0,[],3.47362,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Belgian IPA,homebrews-belgian-ipa,IPA - Belgian,14685,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Tue, 14 Dec 2010 11:49:28 +0000",1,1,,,,199,3.75503,1,390,227,0,,,,,,,0.0,[],3.75533,False
0,5.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Road to Helles,the-lost-abbey-road-to-helles,Lager - Helles,65889,2712,https://untappd.akamaized.net/site/brewery_logos/brewery-2712_0b00a.jpeg,The Lost Abbey,the-lost-abbey,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.lostabbey.com/,United States,San Marcos,CA,33.1413,-117.15,,,"Thu, 21 Jul 2011 00:02:46 +0000",0,1,65889.0,"Sat, 17 Aug 2013 18:37:38 +0000",14686.0,2493,3.5344,13,3110,2890,0,,,,,,,0.0,[],3.54709,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Proud Porridge,homebrews-proud-porridge,Stout - Oatmeal,14687,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Tue, 14 Dec 2010 11:52:48 +0000",1,1,,,,0,0.0,0,4,1,0,,,,,,,0.0,[],3.786,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,UKBrewer,ukbrewer-ukbrewer,IPA - Black / Cascadian Dark Ale,14688,3848,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,UKBrewer,ukbrewer,Home Brewery,,,,United States,,,0.0,0.0,,,"Tue, 14 Dec 2010 11:54:21 +0000",1,1,,,,0,0.0,0,0,0,0,,,,,,,0.0,[],3.786,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-LouPepeKriek_24328.jpeg,,Lou Pepe Kriek,brasserie-cantillon-lou-pepe-kriek,Lambic - Kriek,24328,202,https://untappd.akamaized.net/site/brewery_logos/brewery-202_b1625.jpeg,Brasserie Cantillon,brasserie-cantillon,Micro Brewery,http://www.facebook.com/pages/Brasserie-Cantillon/110627652322553,,http://www.cantillon.be/,Belgium,Bruxelles,Bruxelles-Capitale,50.8503,4.35171,,,"Sat, 15 Jan 2011 07:44:18 +0000",0,1,24328.0,"Thu, 01 Jan 1970 00:00:00 +0000",14689.0,3483,4.53287,23,4627,4175,0,,,,,,,5.0,"[{'beer': {'bid': 57190, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-LouPepeKriek2007_57190.jpeg', 'beer_slug': 'brasserie-cantillon-lou-pepe-kriek-2007', 'beer_name': 'Lou Pepe Kriek (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 62567, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-LouPepeKriek2001_62567.jpeg', 'beer_slug': 'brasserie-cantillon-lou-pepe-kriek-2001', 'beer_name': 'Lou Pepe Kriek (2001)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 66455, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-LouPepeKriek2008_66455.jpeg', 'beer_slug': 'brasserie-cantillon-lou-pepe-kriek-2008', 'beer_name': 'Lou Pepe Kriek (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 92244, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-LouPepeKriek2005_92244.jpeg', 'beer_slug': 'brasserie-cantillon-lou-pepe-kriek-2005', 'beer_name': 'Lou Pepe Kriek (2005)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 102820, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-LouPepeKriek2004_102820.jpeg', 'beer_slug': 'brasserie-cantillon-lou-pepe-kriek-2004', 'beer_name': 'Lou Pepe Kriek (2004)', 'is_vintage': 1, 'is_variant': 0}}]",4.46186,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,eXile X-3 (Belgian Pale Ale),duclaw-brewing-company-exile-x-3-belgian-pale-ale,Pale Ale - Belgian,14690,4921,https://untappd.akamaized.net/site/brewery_logos/brewery-duclawbrewingcompany_4921.jpeg,DuClaw Brewing Company,duclaw-brewing-company,Micro Brewery,http://Facebook.com/DuClawBeers,DuClawBrewing,http://www.duclaw.com/,United States,Baltimore,MD,39.3402,-76.4791,,,"Tue, 14 Dec 2010 12:00:55 +0000",0,1,,,,20,3.5875,0,38,36,0,,,,,,,0.0,[],3.64629,False
0,0.0,First beer from the inaugural monster mash. ,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Count Hopula,ukbrewer-count-hopula,IPA - Black / Cascadian Dark Ale,14691,3848,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,UKBrewer,ukbrewer,Home Brewery,,,,United States,,,0.0,0.0,,,"Tue, 14 Dec 2010 12:03:21 +0000",1,1,,,,0,0.0,0,3,2,0,,,,,,,0.0,[],3.786,False
0,6.7,,80,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,IPA,slo-brewing-company-ipa,IPA - American,14692,3849,https://untappd.akamaized.net/site/brewery_logos/brewery-3849_ce410.jpeg,SLO Brew,slo-brew,Brew Pub,http://www.facebook.com/slobrew,slobrewingco,http://www.slobrew.xom,United States,San Luis Obispo,CA,35.279,-120.663,,,"Tue, 14 Dec 2010 12:04:18 +0000",0,1,,,,1065,3.53545,9,1641,1205,0,,,,,,,0.0,[],3.56115,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Winter Wonder Warmer,reifsnider-homebrewery-winter-wonder-warmer,Strong Ale - American,14693,3850,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Reifsnider Homebrewery,reifsnider-homebrewery,Home Brewery,,,,United States,,,0.0,0.0,,,"Tue, 14 Dec 2010 12:04:52 +0000",1,1,,,,0,0.0,0,2,1,0,,,,,,,0.0,[],3.786,False
0,5.5,"Our signature offering, Short Snout Stout, is dark and roasty, presenting flavors of coffee and chocolate. Columbus hops are used to add a bit of earthiness and spice.",63,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Short Snout Stout,short-snout-brewing-short-snout-stout,Stout - American,14694,4955,https://untappd.akamaized.net/site/brewery_logos/brewery-ShortSnoutBrewing_4955.jpeg,Short Snout Brewing,short-snout-brewing,Nano Brewery,http://www.facebook.com/ShortSnoutBrewing,shortsnoutbrew,,United States,Milwaukie,OR,45.4462,-122.639,,,"Tue, 14 Dec 2010 12:06:18 +0000",0,1,,,,24,3.40625,0,34,28,0,,,,,,,0.0,[],3.58098,False
0,6.2,"This dark stout is a hearty and satisfying reward for those of us who embrace the frozen tundra. Uncut oatmeal fresh from Chilton, Wisconsin gives this stout a ""sink into it"" smoothness that slides you into its depth. Handcrafted English Chocolate malt and Wisconsin Victory malt combine to balance this robust ale.  Expect this ale to pour a luxurious head over a rich black ruby body. The powerful malt bouquet will greet you as you tip this silky smoothness from your glass. Our Oatmeal Stout is handcrafted in the time honored traditions. Serve just above room temperature and relax - road construction season will soon return. ",0,https://untappd.akamaized.net/site/beer_logos/beer-14695_ee856_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-14695_a730f_hd.jpeg,Road Slush,new-glarus-brewing-company-road-slush,Stout - Oatmeal,14695,907,https://untappd.akamaized.net/site/brewery_logos/brewery-NewGlarusBrewingCompany_907.jpeg,New Glarus Brewing Company,new-glarus-brewing-company,Micro Brewery,http://www.facebook.com/newglarusbrewing,newglarusbeer,http://www.newglarusbrewing.com/,United States,New Glarus,WI,42.8171,-89.6306,,,"Tue, 14 Dec 2010 12:06:40 +0000",0,1,,,,8930,3.7229,601,12884,9943,0,,,,,,,3.0,"[{'beer': {'bid': 1951605, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'new-glarus-brewing-company-road-slush-2017', 'beer_name': 'Road Slush (2017)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1971615, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'new-glarus-brewing-company-road-slush-2013', 'beer_name': 'Road Slush (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 2038646, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'new-glarus-brewing-company-road-slush-2015', 'beer_name': 'Road Slush (2015)', 'is_vintage': 1, 'is_variant': 0}}]",3.72052,False
0,8.0,"Double Vision Doppelbock highlights our brewery's wonderful glacial spring water and was brewed in strict adherence to the Reinheitsgebot. This beer has a luxurious tan head and a bready aroma with a hint of smoke and is dark leather in color with ruby notes. It is lightly spiced with Liberty hops, an American version of the noble German Hallertau Mittelfruh, and fermented with lager yeast from a monastery near Munich. Doppelbocks were developed by the 17th century Paulist monks of Munich. To help them through the Lenten and Advent fasts, they brewed an especially nourishing dark lager they called ""liquid bread"" and named ""Holy Father.""",0,https://untappd.akamaized.net/site/beer_logos/beer-DoubleVision_84349.jpeg,,Double Vision (2009),grand-teton-brewing-double-vision-2009,Doppelbock ,84349,3284,https://untappd.akamaized.net/site/brewery_logos/brewery-grandtetonbrewingco_3284.jpeg,Grand Teton Brewing,grand-teton-brewing,Micro Brewery,http://www.facebook.com/grandtetonbrewingcompany,grandtetonbrew,http://grandtetonbrewing.com/,United States,Victor,ID,43.5928,-111.102,,,"Tue, 04 Oct 2011 21:42:52 +0000",0,0,84349.0,"Fri, 13 Jan 2012 19:32:29 +0000",14696.0,239,3.81695,0,310,288,0,,8.0,Double Vision Doppelbock,grand-teton-brewing-double-vision-doppelbock,331615.0,18.0,,,3.72352,False
0,3.6,"Yellowy blond, cloudy because of the wheat beer. Very fine, dense and lacing white head. 

The sour green apple and the cider aroma give the beer a very complex smell. 

Delicate, sour and light sweet fruity beer, with a soft note of cider and a sourish, green fruity sweet after-taste.",0,https://untappd.akamaized.net/site/beer_logos/beer-FlorisApple_14697.jpeg,,Floris Apple,brouwerij-huyghe-floris-apple,Fruit Beer,14697,285,https://untappd.akamaized.net/site/brewery_logos/brewery-BrouwerijHuyghe_285.jpeg,Brouwerij Huyghe,brouwerij-huyghe,Micro Brewery,http://www.facebook.com/Deliriumbrewery,Deliriumbrewery,http://www.delirium.be,Belgium,Melle,Oost-Vlaanderen,51.0002,3.80523,,,"Tue, 14 Dec 2010 12:14:00 +0000",0,1,,,,3627,3.31686,57,4484,4172,0,,,,,,,0.0,[],3.34277,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Peashooter Northwest Pale Ale,rock-bottom-restaurant-and-brewery-peashooter-northwest-pale-ale,Pale Ale - American,14698,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Tue, 14 Dec 2010 12:14:35 +0000",0,0,,,,43,3.44767,0,65,60,0,,,,,,,0.0,[],3.5767,False
0,6.8,"Attention Hop Lovers: This medium-bodied, copper
colored Ale is sure to please. Nugget, Crystal, and
Centennial Hops are abundantly used in the kettle boil. It is then dry hopped with Amarillo in the fermenter.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,IPA,district-chophouse-and-brewery-ipa,IPA - American,14699,2359,https://untappd.akamaized.net/site/brewery_logos/brewery-DistrictChophouseandBrewery_2359.jpeg,District Chophouse and Brewery,district-chophouse-and-brewery,Brew Pub,,,http://districtchophouse.com/,United States,Washington,DC,38.8965,-77.0216,,,"Tue, 14 Dec 2010 12:14:47 +0000",0,1,,,,1542,3.56015,39,1980,1797,0,,,,,,,0.0,[],3.57513,False
0,8.0,"The Hammer, a Scotch Wee Heavy ale, combines six different malts. The reserved hopping results in a slight sweet finish and notable alcohol presence.",0,https://untappd.akamaized.net/site/beer_logos/beer-_14700_3d3fbed177429911c0e270e99e15.jpeg,,Highland Hammer,crescent-brewery-highland-hammer,Scotch Ale / Wee Heavy,14700,3852,https://untappd.akamaized.net/site/brewery_logos/brewery-CrescentBrewery_3852.jpeg,Crescent Brewery,crescent-brewery,Micro Brewery,,,,United States,Nampa,ID,43.577,-116.556,,,"Tue, 14 Dec 2010 12:27:40 +0000",0,1,,,,60,3.6375,4,74,67,0,,,,,,,0.0,[],3.64869,False
0,9.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Le Nez Rouge,yaletown-brewing-company-le-nez-rouge,Belgian Tripel,114468,1381,https://untappd.akamaized.net/site/brewery_logos/brewery-YaletownBrewingCompany_1381.jpeg,Yaletown Brewing Company,yaletown-brewing-company,Micro Brewery,http://www.facebook.com/pages/YBC-Yaletown-Brewing-Company-Official-Page/61928961678,,http://www.mjg.ca/yaletown/,Canada,Vancouver,BC,49.2754,-123.121,,,"Thu, 29 Dec 2011 18:53:08 +0000",0,1,114468.0,"Thu, 03 Jan 2013 20:56:35 +0000",14701.0,19,3.52632,0,29,25,0,,,,,,,0.0,[],3.59001,False
0,6.0,"We crafted Winter Spice as the winter warmer that we'd want to drink for much-needed comfort during our longest season.
Aromas of cloves and caramel evoke the sensation of home baking and the rich, malty flavour is enhanced with cinnamon, nutmeg and ginger.",0,https://untappd.akamaized.net/site/beer_logos/beer-881009_51729_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-881009_50bca_hd.jpeg,Winter Spice Ale,big-rock-brewery-winter-spice-ale,Winter Warmer,881009,121,https://untappd.akamaized.net/site/brewery_logos/brewery-121_0f9b0.jpeg,Big Rock Brewery,big-rock-brewery,Micro Brewery,http://www.facebook.com/BigRockBrewery,BigRockBrewery,http://www.bigrockbeer.com,Canada,Calgary,AB,50.9847,-113.956,,,"Mon, 17 Nov 2014 03:47:03 +0000",0,1,881009.0,"Mon, 05 Dec 2016 21:43:29 +0000",14702.0,1721,3.51903,24,2568,1884,0,,,,,,,0.0,[],3.53888,False
0,8.02,"Imperial Oatmeal Stout 

This unique ale merges the smooth and complex richness of an Oatmeal Stout with the assertive hoppiness of Imperial Stout. Fat Dog has an inviting silky-black color, a prominent roasted malt character, and a chocolatey, coffee-like finish.
",55,https://untappd.akamaized.net/site/beer_logos/beer-FatDogStout_4451.jpeg,,Fat Dog Stout,stoudts-brewing-company-fat-dog-stout,Stout - Imperial Oatmeal,4451,2337,https://untappd.akamaized.net/site/brewery_logos/brewery-StoudtsBrewingCompany_2337.jpeg,Stoudts Brewing Company,stoudts-brewing-company,Micro Brewery,http://www.facebook.com/pages/Stoudts-Brewing-Company/154679657047?ref=ts,StoudtsBrewery,http://www.stoudtsbeer.com/,United States,Adamstown,PA,40.2369,-76.072,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4451.0,"Thu, 17 Nov 2011 12:51:51 +0000",14703.0,11488,3.70326,81,15752,12932,0,,,,,,,5.0,"[{'beer': {'bid': 403684, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stoudts-brewing-company-fat-dog-stout-2003', 'beer_name': 'Fat Dog Stout (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 465128, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stoudts-brewing-company-fat-dog-2012', 'beer_name': 'Fat Dog (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 477417, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stoudts-brewing-company-fat-dog-2011', 'beer_name': 'Fat Dog (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 611114, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stoudts-brewing-company-fat-dog-2010', 'beer_name': 'Fat Dog (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 768701, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stoudts-brewing-company-fat-dog-2013', 'beer_name': 'Fat Dog (2013)', 'is_vintage': 1, 'is_variant': 0}}]",3.7019,False
0,6.0,A classic Northwest IPA brewed with crystal malts that give it a rich golden color. Centennial hops provide a floral nose and sharp bitter finish.,0,https://untappd.akamaized.net/site/beer_logos/beer-CentennialIPA_14704.jpeg,,Centennial IPA,lompoc-brewing-centennial-ipa,IPA - American,14704,1629,https://untappd.akamaized.net/site/brewery_logos/brewery-LompocBrewing_1629.jpeg,Lompoc Brewing,lompoc-brewing,Micro Brewery,http://www.facebook.com/LompocBrewing?ref=ts,lompocbeer,http://www.lompocbrewing.com/,United States,Portland,OR,45.5344,-122.699,,,"Tue, 14 Dec 2010 12:48:05 +0000",0,1,,,,68,3.45588,0,133,126,0,,,,,,,0.0,[],3.58562,False
0,5.0,"Medium bodied Ale with nut and caramel flavours. Finishes smooth, with a subtle hint of Vanilla",20,https://untappd.akamaized.net/site/beer_logos/beer-48619_94c32_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-48619_f9354_hd.jpeg,Vertical Winter Ale,tree-brewing-co-vertical-winter-ale,Winter Ale,48619,2501,https://untappd.akamaized.net/site/brewery_logos/brewery-2501_91215.jpeg,Tree Brewing Co.,tree-brewing-co,Micro Brewery,www.facebook.com/treebrewing,TreeBrewing,www.treebeer.com,Canada,Kelowna,BC,49.8955,-119.488,,,"Fri, 06 May 2011 20:55:31 +0000",0,1,48619.0,"Wed, 30 May 2012 18:26:19 +0000",14705.0,2303,3.68812,10,3958,2536,0,,,,,,,0.0,[],3.68377,False
0,9.5,Fruity Belgian strong ale with notes of banana and clove.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Tripel Trouble,rock-bottom-restaurant-brewery-tripel-trouble,Belgian Tripel,24829,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Sun, 16 Jan 2011 22:50:03 +0000",0,1,24829.0,"Wed, 05 Aug 2015 02:41:06 +0000",14706.0,339,3.65929,5,436,388,0,,,,,,,3.0,"[{'beer': {'bid': 148153, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-and-brewery-bourbon-barrel-belgian-tripel', 'beer_name': 'Bourbon Barrel Belgian Tripel', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1356519, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-and-brewery-trouble-2015', 'beer_name': 'Trouble (2015)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1871546, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-and-brewery-trouble-2016', 'beer_name': 'Trouble (2016)', 'is_vintage': 1, 'is_variant': 0}}]",3.65531,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-PineMartenPaleAle_14707.jpeg,,Pine Marten Pale Ale,cascade-lakes-brewing-company-pine-marten-pale-ale,Pale Ale - American,14707,2632,https://untappd.akamaized.net/site/brewery_logos/brewery-CascadeLakesBrewingCompany_2632.jpeg,Cascade Lakes Brewing Company,cascade-lakes-brewing-company,Micro Brewery,http://www.facebook.com/cascadelakesale,CascadeLakesAle,http://www.cascadelakes.com/,United States,Redmond,OR,44.256,-121.169,,,"Tue, 14 Dec 2010 13:01:15 +0000",0,1,,,,24,2.97917,0,50,42,0,,,,,,,0.0,[],3.60106,False
0,7.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-JackalopeImperialPumkinPorter_14708.jpeg,,Jackalope Imperial Pumpkin Porter,beer-valley-brewing-company-jackalope-imperial-pumpkin-porter,Pumpkin / Yam Beer,14708,2983,https://untappd.akamaized.net/site/brewery_logos/brewery-BeerValleyBrewingCompany_2983.jpeg,Beer Valley Brewing Company,beer-valley-brewing-company,Micro Brewery,http://www.facebook.com/beervalleybrewing,beer_valley,http://www.beervalleybrewing.com,United States,Ontario,OR,44.0154,-116.952,,,"Tue, 14 Dec 2010 13:01:52 +0000",0,1,,,,774,3.54457,0,982,887,0,,,,,,,0.0,[],3.57074,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-Porter_14709.jpeg,,Porter,black-creek-historic-brewery-porter,Porter - Other,14709,3854,https://untappd.akamaized.net/site/brewery_logos/brewery-BlackCreekHistoricBreweryCanada_3854.jpeg,Black Creek Historic Brewery ,black-creek-historic-brewery,Micro Brewery,https://www.facebook.com/BlackCreekBrewery,BlackCreekBeer,http://www.blackcreekbrewery.ca/,Canada,Toronto,ON,43.7739,-79.5154,,,"Tue, 14 Dec 2010 13:02:58 +0000",0,1,,,,657,3.44939,10,802,739,0,,,,,,,0.0,[],3.51341,False
0,6.5,Our initial foray into the world of Belgian Yeast strains. This one was jazzed with Lemon and chamomile.,0,https://untappd.akamaized.net/site/beer_logos/beer-BairnFarmhouse_14710.jpeg,,Bairn Farmhouse,half-acre-beer-company-bairn-farmhouse,Saison / Farmhouse Ale,14710,1862,https://untappd.akamaized.net/site/brewery_logos/brewery-1862_972be.jpeg,Half Acre Beer Company,half-acre-beer-company,Micro Brewery,https://www.facebook.com/HalfAcreBeer,halfacrebeer,http://halfacrebeer.com/,United States,Chicago,IL,41.9595,-87.6826,,,"Tue, 14 Dec 2010 13:09:09 +0000",0,1,,,,18,3.76389,0,31,27,0,,,,,,,0.0,[],3.65645,False
0,0.0,Gingerbread Ale,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Gingerbread Ale,big-river-brewing-company-gingerbread-ale,Spiced / Herbed Beer,14711,120,https://untappd.akamaized.net/site/brewery_logos/brewery-120_f463f.jpeg,BRB Brewing,brb-brewing,Micro Brewery,https://www.facebook.com/BRB-Co-497164100436575/timeline/,BRBCo1997,http://www.brbco.ca,Canada,Richmond,BC,49.1344,-123.065,,,"Tue, 14 Dec 2010 13:14:33 +0000",0,0,,,,3,0.0,0,6,6,0,,,,,,,0.0,[],3.60629,False
